id,name,region,lang,currency,archetype,tier,topic,products,price_min,price_max,providers,referral_percent,port,path
ru-153-camp-gear,Походное Снаряжение,ru,ru,RUB,shop,budget,походы,4,280.0,2190.0,yookassa|sbp|cryptobot|stars|manual,30,9152,bots/ru/153-camp-gear
ru-154-city-guides,Гиды по Городам,ru,ru,RUB,shop,budget,городские гиды,4,280.0,2190.0,yookassa|sbp|cryptobot|stars|manual,30,9153,bots/ru/154-city-guides
ru-155-car-select,Подбор Авто,ru,ru,RUB,consult,premium,подбор автомобиля,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9154,bots/ru/155-car-select
ru-156-car-diag,Автодиагностика,ru,ru,RUB,leadgen,standard,диагностика авто,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9155,bots/ru/156-car-diag
ru-157-car-parts,Автозапчасти Гид,ru,ru,RUB,shop,standard,автозапчасти,4,880.0,6690.0,yookassa|sbp|cryptobot|manual,30,9156,bots/ru/157-car-parts
ru-158-driving-exam,Экзамен ГИБДД,ru,ru,RUB,course,budget,экзамен в ГИБДД,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9157,bots/ru/158-driving-exam
ru-159-car-tuning,Тюнинг Клуб,ru,ru,RUB,club,standard,тюнинг,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9158,bots/ru/159-car-tuning
ru-160-truck-work,Дальнобой Работа,ru,ru,RUB,club,standard,грузоперевозки,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9159,bots/ru/160-truck-work
ru-161-moto-school,Мотошкола,ru,ru,RUB,course,standard,мотоциклы,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9160,bots/ru/161-moto-school
ru-162-evcar-guide,Электромобиль Гид,ru,ru,RUB,course,standard,электромобили,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9161,bots/ru/162-evcar-guide
ru-163-mortgage-calc,Ипотека Консультант,ru,ru,RUB,consult,premium,ипотека,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9162,bots/ru/163-mortgage-calc
ru-164-flat-buy,Покупка Квартиры,ru,ru,RUB,leadgen,elite,покупка квартиры,3,5210.0,59590.0,yookassa|sbp|cryptobot|manual,5,9163,bots/ru/164-flat-buy
ru-165-rent-flow,Аренда Поток,ru,ru,RUB,saas,standard,управление арендой,3,1180.0,7440.0,yookassa|sbp|cryptobot|manual,20,9164,bots/ru/165-rent-flow
ru-166-newbuild-scan,Новостройки Скан,ru,ru,RUB,signals,standard,новостройки,3,660.0,5210.0,yookassa|sbp|cryptobot|manual,20,9165,bots/ru/166-newbuild-scan
ru-167-dacha-build,Дом Построить,ru,ru,RUB,course,premium,строительство дома,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9166,bots/ru/167-dacha-build
ru-168-interior-design,Дизайн Интерьера,ru,ru,RUB,service,elite,дизайн интерьера,3,14890.0,74490.0,yookassa|sbp|cryptobot|manual,10,9167,bots/ru/168-interior-design
ru-169-realtor-school,Школа Риелтора,ru,ru,RUB,course,premium,работа риелтором,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9168,bots/ru/169-realtor-school
ru-170-land-check,Проверка Участка,ru,ru,RUB,consult,premium,земельные участки,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9169,bots/ru/170-land-check
ru-171-law-consult,Юрист Онлайн,ru,ru,RUB,consult,premium,юридические консультации,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9170,bots/ru/171-law-consult
ru-172-bankrupt-help,Банкротство Физлиц,ru,ru,RUB,service,elite,банкротство,3,14890.0,74490.0,yookassa|sbp|cryptobot|manual,10,9171,bots/ru/172-bankrupt-help
ru-173-ip-register,Регистрация ИП,ru,ru,RUB,service,standard,регистрация бизнеса,3,1480.0,7440.0,yookassa|sbp|cryptobot|manual,10,9172,bots/ru/173-ip-register
ru-174-accounting-out,Бухгалтерия Аутсорс,ru,ru,RUB,service,premium,бухгалтерия,3,4890.0,24490.0,yookassa|sbp|cryptobot|manual,10,9173,bots/ru/174-accounting-out
ru-175-labor-rights,Трудовые Споры,ru,ru,RUB,consult,premium,трудовое право,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9174,bots/ru/175-labor-rights
ru-176-family-law,Семейный Юрист,ru,ru,RUB,consult,premium,семейное право,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9175,bots/ru/176-family-law
ru-177-auto-law,Автоюрист,ru,ru,RUB,consult,premium,автоправо,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9176,bots/ru/177-auto-law
ru-178-contract-check,Проверка Договора,ru,ru,RUB,service,standard,проверка договоров,3,1480.0,7440.0,yookassa|sbp|cryptobot|manual,10,9177,bots/ru/178-contract-check
ru-179-psy-online,Психолог Онлайн,ru,ru,RUB,consult,premium,психотерапия,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9178,bots/ru/179-psy-online
ru-180-anxiety-help,Тревога Под Контроль,ru,ru,RUB,course,standard,тревожность,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9179,bots/ru/180-anxiety-help
ru-181-burnout-fix,Выгорание Стоп,ru,ru,RUB,course,standard,выгорание,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9180,bots/ru/181-burnout-fix
ru-182-relations-club,Отношения Клуб,ru,ru,RUB,club,standard,отношения,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9181,bots/ru/182-relations-club
ru-183-dating-guide,Знакомства Гид,ru,ru,RUB,course,budget,знакомства,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9182,bots/ru/183-dating-guide
ru-184-parent-school,Школа Родителей,ru,ru,RUB,club,standard,воспитание детей,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9183,bots/ru/184-parent-school
ru-185-self-esteem,Самооценка,ru,ru,RUB,course,standard,самооценка,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9184,bots/ru/185-self-esteem
ru-186-habits-lab,Лаборатория Привычек,ru,ru,RUB,saas,budget,привычки,3,380.0,2440.0,yookassa|sbp|cryptobot|stars|manual,20,9185,bots/ru/186-habits-lab
ru-187-meditation,Медитация Каждый День,ru,ru,RUB,club,budget,медитация,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9186,bots/ru/187-meditation
ru-188-career-coach,Карьерный Коуч,ru,ru,RUB,consult,elite,карьерный коучинг,3,14890.0,111740.0,yookassa|sbp|cryptobot|manual,10,9187,bots/ru/188-career-coach
ru-189-cs2-boost,CS2 Прокачка,ru,ru,RUB,service,standard,CS2,3,1480.0,7440.0,yookassa|sbp|cryptobot|manual,10,9188,bots/ru/189-cs2-boost
ru-190-dota-coach,Dota Тренер,ru,ru,RUB,consult,standard,Dota 2,3,1480.0,11170.0,yookassa|sbp|cryptobot|manual,10,9189,bots/ru/190-dota-coach
ru-191-wot-guide,Танки Гайды,ru,ru,RUB,club,budget,World of Tanks,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9190,bots/ru/191-wot-guide
ru-192-mobile-legends,Мобильные Легенды,ru,ru,RUB,club,budget,мобильные MOBA,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9191,bots/ru/192-mobile-legends
ru-193-game-keys,Ключи Игр,ru,ru,RUB,shop,standard,ключи для игр,4,880.0,6690.0,yookassa|sbp|cryptobot|manual,30,9192,bots/ru/193-game-keys
ru-194-steam-skins,Скины Сигналы,ru,ru,RUB,signals,premium,скины CS2,3,2190.0,17140.0,yookassa|sbp|cryptobot|manual,20,9193,bots/ru/194-steam-skins
ru-195-streamer-start,Стример Старт,ru,ru,RUB,course,standard,стриминг,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9194,bots/ru/195-streamer-start
ru-196-minecraft-serv,Майнкрафт Сервер,ru,ru,RUB,saas,budget,серверы Minecraft,3,380.0,2440.0,yookassa|sbp|cryptobot|stars|manual,20,9195,bots/ru/196-minecraft-serv
ru-197-fifa-trade,FIFA Трейд,ru,ru,RUB,course,standard,FIFA Ultimate Team,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9196,bots/ru/197-fifa-trade
ru-198-poker-school,Покерная Школа,ru,ru,RUB,course,premium,покер,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9197,bots/ru/198-poker-school
ru-199-esports-bets,Киберспорт Аналитика,ru,ru,RUB,signals,premium,киберспортивная аналитика,3,2190.0,17140.0,yookassa|sbp|cryptobot|manual,20,9198,bots/ru/199-esports-bets
ru-200-retro-games,Ретро Игры,ru,ru,RUB,shop,budget,ретро-гейминг,4,280.0,2190.0,yookassa|sbp|cryptobot|stars|manual,30,9199,bots/ru/200-retro-games
eu-001-index-investing,Index Investing 101,eu,en,EUR,course,standard,index investing,3,28.0,173.0,stripe|cryptobot|manual,25,9200,bots/eu/001-index-investing
eu-002-dividend-income,Dividend Income Club,eu,en,EUR,club,premium,dividend investing,3,78.0,631.0,stripe|cryptobot|manual,20,9201,bots/eu/002-dividend-income
eu-003-fire-plan,FIRE Blueprint,eu,en,EUR,course,premium,financial independence,3,78.0,473.0,stripe|cryptobot|manual,25,9202,bots/eu/003-fire-plan
eu-004-options-income,Options Income Desk,eu,en,EUR,signals,premium,options trading,3,35.0,275.0,stripe|cryptobot|manual,20,9203,bots/eu/004-options-income
eu-005-debt-payoff,Debt Payoff Plan,eu,en,EUR,course,budget,debt payoff,3,8.0,53.0,stripe|cryptobot|manual,25,9204,bots/eu/005-debt-payoff
eu-006-budget-app,Zero-Based Budget,eu,en,EUR,saas,budget,budgeting,3,6.0,44.0,stripe|cryptobot|stars|manual,20,9205,bots/eu/006-budget-app
eu-007-tax-eu,EU Tax Advisor,eu,en,EUR,consult,elite,EU taxation,3,198.0,1491.0,stripe|cryptobot|manual,10,9206,bots/eu/007-tax-eu
eu-008-pension-eu,Private Pension EU,eu,de,EUR,course,standard,pension planning,3,28.0,173.0,stripe|cryptobot|manual,25,9207,bots/eu/008-pension-eu
eu-009-etf-sparplan,ETF Sparplan,eu,de,EUR,course,standard,ETF-Sparpläne,3,28.0,173.0,stripe|cryptobot|manual,25,9208,bots/eu/009-etf-sparplan
eu-010-swing-trader,Swing Trader Pro,eu,en,EUR,signals,premium,swing trading,3,35.0,275.0,stripe|cryptobot|manual,20,9209,bots/eu/010-swing-trader
eu-011-real-estate-eu,EU Property Investing,eu,en,EUR,course,premium,property investing,3,78.0,473.0,stripe|cryptobot|manual,25,9210,bots/eu/011-real-estate-eu
eu-012-side-income,Side Income Lab,eu,en,EUR,club,standard,side income,3,28.0,231.0,stripe|cryptobot|manual,20,9211,bots/eu/012-side-income
eu-013-crypto-101-eu,Crypto Foundations,eu,en,EUR,course,standard,cryptocurrency,3,28.0,173.0,stripe|cryptobot|ton|manual,25,9212,bots/eu/013-crypto-101-eu
eu-014-defi-yield-eu,DeFi Yield Room,eu,en,EUR,club,premium,DeFi yield,3,78.0,631.0,stripe|cryptobot|ton|manual,20,9213,bots/eu/014-defi-yield-eu
eu-015-onchain-signals,On-Chain Signals,eu,en,EUR,signals,premium,on-chain analysis,3,35.0,275.0,stripe|cryptobot|manual,20,9214,bots/eu/015-onchain-signals
eu-016-nft-alpha-eu,NFT Alpha,eu,en,EUR,signals,standard,NFT trading,3,12.0,101.0,stripe|cryptobot|ton|manual,20,9215,bots/eu/016-nft-alpha-eu
eu-017-crypto-tax-eu,Crypto Tax Report,eu,en,EUR,service,premium,crypto taxation,3,78.0,394.0,stripe|cryptobot|ton|manual,10,9216,bots/eu/017-crypto-tax-eu
eu-018-solidity-dev,Solidity Developer,eu,en,EUR,course,elite,Solidity,3,198.0,1193.0,stripe|cryptobot|ton|manual,25,9217,bots/eu/018-solidity-dev
eu-019-airdrop-eu,Airdrop Farming,eu,en,EUR,club,standard,airdrop farming,3,28.0,231.0,stripe|cryptobot|ton|manual,20,9218,bots/eu/019-airdrop-eu
eu-020-mining-eu,Mining Profit Tracker,eu,en,EUR,saas,standard,crypto mining,3,22.0,144.0,stripe|cryptobot|ton|manual,20,9219,bots/eu/020-mining-eu
eu-021-stablecoin-yield,Stablecoin Yield,eu,en,EUR,club,standard,stablecoin yield,3,28.0,231.0,stripe|cryptobot|ton|manual,20,9220,bots/eu/021-stablecoin-yield
eu-022-web3-careers,Web3 Careers,eu,en,EUR,club,standard,web3 jobs,3,28.0,231.0,stripe|cryptobot|ton|manual,20,9221,bots/eu/022-web3-careers
eu-023-api-monitor,API Uptime Monitor,eu,en,EUR,saas,standard,API monitoring,3,22.0,144.0,stripe|cryptobot|manual,20,9222,bots/eu/023-api-monitor
eu-024-code-mentor,Code Mentor,eu,en,EUR,consult,premium,code mentoring,3,78.0,591.0,stripe|cryptobot|manual,10,9223,bots/eu/024-code-mentor
eu-025-saas-launch,SaaS Launch Kit,eu,en,EUR,course,premium,SaaS launch,3,78.0,473.0,stripe|cryptobot|manual,25,9224,bots/eu/025-saas-launch
eu-026-indie-hacker,Indie Hacker Club,eu,en,EUR,club,standard,indie hacking,3,28.0,231.0,stripe|cryptobot|manual,20,9225,bots/eu/026-indie-hacker
eu-027-aws-cost,Cloud Cost Audit,eu,en,EUR,service,elite,cloud cost optimisation,3,198.0,994.0,stripe|cryptobot|manual,10,9226,bots/eu/027-aws-cost
eu-028-devops-eu,DevOps Pipeline,eu,en,EUR,course,elite,DevOps,3,198.0,1193.0,stripe|cryptobot|manual,25,9227,bots/eu/028-devops-eu
eu-029-python-eu,Python for Work,eu,en,EUR,course,standard,Python automation,3,28.0,173.0,stripe|cryptobot|manual,25,9228,bots/eu/029-python-eu
eu-030-data-eng,Data Engineering,eu,en,EUR,course,elite,data engineering,3,198.0,1193.0,stripe|cryptobot|manual,25,9229,bots/eu/030-data-eng
eu-031-ai-prompts,Prompt Library,eu,en,EUR,shop,budget,AI prompting,4,5.0,39.0,stripe|cryptobot|stars|manual,30,9230,bots/eu/031-ai-prompts
eu-032-no-code-eu,No-Code Founder,eu,en,EUR,course,standard,no-code,3,28.0,173.0,stripe|cryptobot|manual,25,9231,bots/eu/032-no-code-eu
eu-033-security-audit,Security Audit,eu,en,EUR,service,elite,security auditing,3,198.0,994.0,stripe|cryptobot|manual,10,9232,bots/eu/033-security-audit
eu-034-open-source,Open Source Path,eu,en,EUR,club,standard,open source,3,28.0,231.0,stripe|cryptobot|manual,20,9233,bots/eu/034-open-source
eu-035-home-hiit,Home HIIT,eu,en,EUR,club,budget,home workouts,3,8.0,71.0,stripe|cryptobot|manual,20,9234,bots/eu/035-home-hiit
eu-036-strength-plan,Strength Programme,eu,en,EUR,course,standard,strength training,3,28.0,173.0,stripe|cryptobot|manual,25,9235,bots/eu/036-strength-plan
eu-037-macro-coach,Macro Coaching,eu,en,EUR,service,premium,nutrition coaching,3,78.0,394.0,stripe|cryptobot|manual,10,9236,bots/eu/037-macro-coach
eu-038-marathon-eu,Marathon Sub-4,eu,en,EUR,course,premium,marathon training,3,78.0,473.0,stripe|cryptobot|manual,25,9237,bots/eu/038-marathon-eu
eu-039-yoga-eu,Daily Yoga,eu,en,EUR,club,budget,yoga,3,8.0,71.0,stripe|cryptobot|manual,20,9238,bots/eu/039-yoga-eu
eu-040-sleep-eu,Sleep Protocol,eu,en,EUR,course,budget,sleep improvement,3,8.0,53.0,stripe|cryptobot|manual,25,9239,bots/eu/040-sleep-eu
eu-041-mobility-eu,Desk Worker Mobility,eu,en,EUR,course,standard,mobility training,3,28.0,173.0,stripe|cryptobot|manual,25,9240,bots/eu/041-mobility-eu
eu-042-ernaehrung,Ernährungsplan,eu,de,EUR,course,standard,Ernährung,3,28.0,173.0,stripe|cryptobot|manual,25,9241,bots/eu/042-ernaehrung
eu-043-fitness-de,Fitness Zuhause,eu,de,EUR,club,budget,Heimtraining,3,8.0,71.0,stripe|cryptobot|manual,20,9242,bots/eu/043-fitness-de
eu-044-mental-fit,Mental Fitness,eu,en,EUR,club,standard,mental fitness,3,28.0,231.0,stripe|cryptobot|manual,20,9243,bots/eu/044-mental-fit
eu-045-longevity,Longevity Review,eu,en,EUR,consult,elite,longevity,3,198.0,1491.0,stripe|cryptobot|manual,10,9244,bots/eu/045-longevity
eu-046-nutricion-es,Nutrición Práctica,eu,es,EUR,course,standard,nutrición,3,28.0,173.0,stripe|cryptobot|manual,25,9245,bots/eu/046-nutricion-es
eu-047-cv-rewrite,CV Rewrite,eu,en,EUR,service,standard,CV writing,3,28.0,144.0,stripe|cryptobot|manual,10,9246,bots/eu/047-cv-rewrite
eu-048-interview-prep,Interview Coaching,eu,en,EUR,consult,premium,interview preparation,3,78.0,591.0,stripe|cryptobot|manual,10,9247,bots/eu/048-interview-prep
eu-049-salary-nego,Salary Negotiation,eu,en,EUR,course,standard,salary negotiation,3,28.0,173.0,stripe|cryptobot|manual,25,9248,bots/eu/049-salary-nego
eu-050-german-b1,German B1 Sprint,eu,de,EUR,course,standard,German language,3,28.0,173.0,stripe|cryptobot|manual,25,9249,bots/eu/050-german-b1
eu-051-english-biz,Business English,eu,en,EUR,club,standard,business English,3,28.0,231.0,stripe|cryptobot|manual,20,9250,bots/eu/051-english-biz
eu-052-spanish-es,Español Conversación,eu,es,EUR,club,budget,español,3,8.0,71.0,stripe|cryptobot|manual,20,9251,bots/eu/052-spanish-es
eu-053-pmp-prep,PMP Exam Prep,eu,en,EUR,course,premium,PMP certification,3,78.0,473.0,stripe|cryptobot|manual,25,9252,bots/eu/053-pmp-prep
eu-054-study-abroad,Study Abroad EU,eu,en,EUR,consult,elite,studying abroad,3,198.0,1491.0,stripe|cryptobot|manual,10,9253,bots/eu/054-study-abroad
eu-055-freelance-start,Freelance Launch,eu,en,EUR,course,standard,freelancing,3,28.0,173.0,stripe|cryptobot|manual,25,9254,bots/eu/055-freelance-start
eu-056-remote-jobs,Remote Job Feed,eu,en,EUR,signals,budget,remote work,3,5.0,31.0,stripe|cryptobot|stars|manual,20,9255,bots/eu/056-remote-jobs
eu-057-public-speaking-eu,Speak with Impact,eu,en,EUR,course,premium,public speaking,3,78.0,473.0,stripe|cryptobot|manual,25,9256,bots/eu/057-public-speaking-eu
eu-058-notion-systems,Notion Systems,eu,en,EUR,shop,budget,Notion templates,4,5.0,39.0,stripe|cryptobot|stars|manual,30,9257,bots/eu/058-notion-systems
eu-059-meta-ads,Meta Ads Mastery,eu,en,EUR,course,premium,Meta advertising,3,78.0,473.0,stripe|cryptobot|manual,25,9258,bots/eu/059-meta-ads
eu-060-google-ads,Google Ads Management,eu,en,EUR,service,elite,Google Ads,3,198.0,994.0,stripe|cryptobot|manual,10,9259,bots/eu/060-google-ads
eu-061-seo-eu,SEO Growth,eu,en,EUR,service,elite,SEO,3,198.0,994.0,stripe|cryptobot|manual,10,9260,bots/eu/061-seo-eu
eu-062-email-eu,Email Revenue,eu,en,EUR,course,standard,email marketing,3,28.0,173.0,stripe|cryptobot|manual,25,9261,bots/eu/062-email-eu
eu-063-content-eu,Content Calendar,eu,en,EUR,saas,standard,content marketing,3,22.0,144.0,stripe|cryptobot|manual,20,9262,bots/eu/063-content-eu
eu-064-shopify-store,Shopify Store Build,eu,en,EUR,service,premium,Shopify,3,78.0,394.0,stripe|cryptobot|manual,10,9263,bots/eu/064-shopify-store
eu-065-amazon-fba,Amazon FBA EU,eu,en,EUR,course,premium,Amazon FBA,3,78.0,473.0,stripe|cryptobot|manual,25,9264,bots/eu/065-amazon-fba
eu-066-copywriting-eu,Conversion Copywriting,eu,en,EUR,course,premium,copywriting,3,78.0,473.0,stripe|cryptobot|manual,25,9265,bots/eu/066-copywriting-eu
eu-067-branding-eu,Brand Identity,eu,en,EUR,service,premium,branding,3,78.0,394.0,stripe|cryptobot|manual,10,9266,bots/eu/067-branding-eu
eu-068-tiktok-growth,Short-Form Growth,eu,en,EUR,course,standard,short-form video,3,28.0,173.0,stripe|cryptobot|manual,25,9267,bots/eu/068-tiktok-growth
eu-069-agency-scale,Agency Scaling,eu,en,EUR,consult,elite,agency growth,3,198.0,1491.0,stripe|cryptobot|manual,10,9268,bots/eu/069-agency-scale
eu-070-marketing-de,Online Marketing DE,eu,de,EUR,course,premium,Online-Marketing,3,78.0,473.0,stripe|cryptobot|manual,25,9269,bots/eu/070-marketing-de
eu-071-dropship-eu,Dropshipping EU,eu,en,EUR,course,premium,dropshipping,3,78.0,473.0,stripe|cryptobot|manual,25,9270,bots/eu/071-dropship-eu
eu-072-print-demand,Print on Demand,eu,en,EUR,course,standard,print on demand,3,28.0,173.0,stripe|cryptobot|manual,25,9271,bots/eu/072-print-demand
eu-073-etsy-shop,Etsy Shop Growth,eu,en,EUR,course,standard,Etsy,3,28.0,173.0,stripe|cryptobot|manual,25,9272,bots/eu/073-etsy-shop
eu-074-product-source,Product Sourcing,eu,en,EUR,service,premium,product sourcing,3,78.0,394.0,stripe|cryptobot|manual,10,9273,bots/eu/074-product-source
eu-075-ecom-analytics,E-com Analytics,eu,en,EUR,saas,premium,e-commerce analytics,3,62.0,394.0,stripe|cryptobot|manual,20,9274,bots/eu/075-ecom-analytics
eu-076-vat-oss,EU VAT & OSS,eu,en,EUR,consult,premium,EU VAT,3,78.0,591.0,stripe|cryptobot|manual,10,9275,bots/eu/076-vat-oss
eu-077-packaging-design,Packaging Design,eu,en,EUR,service,premium,packaging design,3,78.0,394.0,stripe|cryptobot|manual,10,9276,bots/eu/077-packaging-design
eu-078-subscription-box,Subscription Box,eu,en,EUR,course,standard,subscription boxes,3,28.0,173.0,stripe|cryptobot|manual,25,9277,bots/eu/078-subscription-box
eu-079-wholesale-eu,Wholesale Deals,eu,en,EUR,club,standard,wholesale,3,28.0,231.0,stripe|cryptobot|manual,20,9278,bots/eu/079-wholesale-eu
eu-080-returns-fix,Returns Reduction,eu,en,EUR,consult,premium,returns management,3,78.0,591.0,stripe|cryptobot|manual,10,9279,bots/eu/080-returns-fix
eu-081-photo-eu,Photography Craft,eu,en,EUR,course,standard,photography,3,28.0,173.0,stripe|cryptobot|manual,25,9280,bots/eu/081-photo-eu
eu-082-video-eu,Video Editing,eu,en,EUR,course,standard,video editing,3,28.0,173.0,stripe|cryptobot|manual,25,9281,bots/eu/082-video-eu
eu-083-cooking-eu,Cooking Club,eu,en,EUR,club,budget,cooking,3,8.0,71.0,stripe|cryptobot|manual,20,9282,bots/eu/083-cooking-eu
eu-084-wine-eu,Wine Discovery,eu,en,EUR,club,standard,wine,3,28.0,231.0,stripe|cryptobot|manual,20,9283,bots/eu/084-wine-eu
eu-085-guitar-eu,Guitar in 30 Days,eu,en,EUR,course,budget,guitar,3,8.0,53.0,stripe|cryptobot|manual,25,9284,bots/eu/085-guitar-eu
eu-086-chess-eu,Chess Improvement,eu,en,EUR,club,standard,chess,3,28.0,231.0,stripe|cryptobot|manual,20,9285,bots/eu/086-chess-eu
eu-087-garden-eu,Urban Gardening,eu,en,EUR,club,budget,urban gardening,3,8.0,71.0,stripe|cryptobot|manual,20,9286,bots/eu/087-garden-eu
eu-088-travel-hack,Flight Deal Alerts,eu,en,EUR,signals,budget,flight deals,3,5.0,31.0,stripe|cryptobot|stars|manual,20,9287,bots/eu/088-travel-hack
eu-089-van-life,Van Conversion Plans,eu,en,EUR,shop,standard,van conversion,4,16.0,129.0,stripe|cryptobot|manual,30,9288,bots/eu/089-van-life
eu-090-running-eu,Running Club,eu,en,EUR,club,budget,running,3,8.0,71.0,stripe|cryptobot|manual,20,9289,bots/eu/090-running-eu
eu-091-relocate-eu,Relocation to Europe,eu,en,EUR,consult,elite,relocation,3,198.0,1491.0,stripe|cryptobot|manual,10,9290,bots/eu/091-relocate-eu
eu-092-digital-nomad,Digital Nomad Setup,eu,en,EUR,course,premium,digital nomad life,3,78.0,473.0,stripe|cryptobot|manual,25,9291,bots/eu/092-digital-nomad
eu-093-mortgage-eu,EU Mortgage Advice,eu,en,EUR,consult,elite,mortgages,3,198.0,1491.0,stripe|cryptobot|manual,10,9292,bots/eu/093-mortgage-eu
eu-094-rental-mgmt,Rental Manager,eu,en,EUR,saas,standard,rental management,3,22.0,144.0,stripe|cryptobot|manual,20,9293,bots/eu/094-rental-mgmt
eu-095-gmbh-setup,Company Formation,eu,en,EUR,service,elite,company formation,3,198.0,994.0,stripe|cryptobot|manual,10,9294,bots/eu/095-gmbh-setup
eu-096-contract-eu,Contract Review,eu,en,EUR,service,premium,contract review,3,78.0,394.0,stripe|cryptobot|manual,10,9295,bots/eu/096-contract-eu
eu-097-gdpr-comply,GDPR Compliance,eu,en,EUR,service,premium,GDPR compliance,3,78.0,394.0,stripe|cryptobot|manual,10,9296,bots/eu/097-gdpr-comply
eu-098-interior-eu,Interior Design,eu,en,EUR,service,elite,interior design,3,198.0,994.0,stripe|cryptobot|manual,10,9297,bots/eu/098-interior-eu
eu-099-inmobiliaria-es,Inmobiliaria Directa,eu,es,EUR,leadgen,premium,inmobiliaria,3,27.0,315.0,stripe|cryptobot|manual,5,9298,bots/eu/099-inmobiliaria-es
eu-100-umzug-de,Umzugsservice,eu,de,EUR,leadgen,standard,Umzüge,3,9.0,115.0,stripe|cryptobot|manual,5,9299,bots/eu/100-umzug-de
